ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,version,cipher,curve,server_name,resumed,last_alert,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,referrer,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,fingerprint,certificate.version,certificate.serial,certificate.subject,certificate.issuer,certificate.not_valid_before,certificate.not_valid_after,certificate.key_alg,certificate.sig_alg,certificate.key_type,certificate.key_length,certificate.exponent,certificate.curve,san.dns,san.uri,san.email,san.ip,basic_constraints.ca,basic_constraints.path_len,host_cert,client_cert
1742038270.402121,CbpLT95MkkX2i9cH,192.168.1.6,44478,172.64.155.249,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.413146,CHxkkW3UIVuDSL64I,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,54510,2603:1030:20e:3::23c,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.413484,CbkayFj9DRiHhLdna,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,54524,2603:1030:20e:3::23c,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.413507,COkp4TpUs1Amc1us2,192.168.1.1,40532,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,391,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.415798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5I3hx3VHxAZipYPk,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,35242,2001:df2:e500:ed1a::1,80,1,-,-,-,-,-,-,0,0,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
1742038270.418639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr0qxOlsWCEAkcWL2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,58716,2a04:4e42:600::396,80,1,-,-,-,-,-,-,0,0,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
1742038270.420788,Claz0fDNNNxHHjzPi,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56992,2606:4700::6810:85e5,443,tcp,-,1.450455,0,4452,SHR,F,F,0,^hCadcCf,0,0,13,3833,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.428448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CzIK6K1QdC4AS14mId,192.168.1.6,40034,20.205.243.166,80,1,-,-,-,-,-,-,0,0,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
1742038270.433440,CRuGQM1UCToROWd7O2,192.168.1.6,44478,172.64.155.249,443,tcp,-,1.630513,0,3889,SHR,T,F,0,^hCadCf,0,0,12,4521,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.433672,CoTEtq2qQoRpzLqZ9a,192.168.1.6,34876,8.8.8.8,53,udp,dns,0.026929,0,107,SHR,T,F,0,Cd,0,0,1,135,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.439681,C2y2u62pcYzjW5G1Bb,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,54532,2603:1030:20e:3::23c,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.439781,CB5Hxu1lTmzrzpKXsf,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36792,2620:149:af0::10,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.446141,Ci9KtWVcCyVbYBXtd,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47794,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.446483,CVjUAl1orHxikx2NR7,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45654,2001:4998:124:1507::f001,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.454077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWDBxh2SQHRO8jc9mg,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,54516,2404:6800:4005:825::200e,80,1,-,-,-,-,-,-,0,219,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,FqEudo34HxKfiAyXqe,-,text/html,,,,,,,,,,,,,,,,,,,,,
1742038270.456307,CcbRlt4MTdDs5Iy44,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47804,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.456556,CubIrB4vlhTe3nmCe3,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47812,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.457717,Cmabjg4v55QYUKhJqh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,35212,2606:4700::6810:84e5,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.458028,C5Nh0f1aGhz8knXrmi,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,42392,2001:4998:44:3507::8001,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.461056,Crcsih3fv3WVtmfGx8,192.168.1.6,56778,104.18.32.7,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.463033,CrzBCWoVpLUXOV5Vd,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,57004,2606:4700::6810:85e5,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.463562,CKBYiB4uoujP1xx9Ih,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36540,2a04:4e42:600::81,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.463923,CHE9PR2ud3o3OpeAF1,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56688,2a05:d014:5c0:2600::6,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.466044,CKq8mI2amPD4cVlIWf,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47824,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.466334,CScIj2A45JwKYVj63,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44604,2606:4700::6810:85e5,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.469112,CeTJLT1kBEso0DJJ9b,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36792,2620:149:af0::10,80,tcp,-,0.066634,0,649,SHR,F,F,0,^hCadf,0,0,5,1017,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.470533,Czu0434FtjK0lLqMq5,192.168.1.6,44313,8.8.8.8,53,udp,dns,0.033270,0,88,SHR,T,F,0,Cd,0,0,1,116,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.470653,CoYqMz2AuOMQ9ASWsi,192.168.1.6,34675,8.8.8.8,53,udp,dns,0.051944,0,124,SHR,T,F,0,Cd,0,0,1,152,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.470753,CwDdb33BKS6xacAwB8,192.168.1.6,59340,8.8.8.8,53,udp,dns,0.030757,0,100,SHR,T,F,0,Cd,0,0,1,128,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.472253,CxjZcV2JjDnKCRfQNh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,59068,2a05:d014:5c0:2601::6,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.473995,CtCgTz3NZsEL0BW15f,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,46522,2404:6800:4005:812::2004,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.474014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CzLoog1Oa8sUpYReO2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,53406,2a03:2880:f115:83:face:b00c:0:25de,80,1,-,-,-,-,-,-,0,0,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
1742038270.475970,CpOYyC4nqzbZ0SUcF5,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47794,2620:149:af0::10,443,tcp,-,1.154237,0,4569,RSTRH,F,F,0,^hCadfCr,0,0,10,5273,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.483124,CcrXqAtYkFvhYJMc,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47804,2620:149:af0::10,443,tcp,-,1.397338,0,4243,RSTRH,F,F,0,^hCadfCr,0,0,10,4947,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.485617,CbPZBo43f6SsncIW5e,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47812,2620:149:af0::10,443,tcp,-,1.384125,0,4569,RSTRH,F,F,0,^hCadfCr,0,0,10,5273,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.486037,Cvmhrc2jcZly3m4qq5,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,35212,2606:4700::6810:84e5,443,tcp,-,1.415453,0,4448,SHR,F,F,0,^hCadcCf,0,0,12,3758,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.489531,CBX1pJ2Iz88yR38V6,192.168.1.6,56778,104.18.32.7,443,tcp,-,1.798063,0,3845,SHR,T,F,0,^hCacdCf,0,0,11,2065,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.490860,Cyj0PH1OUBTnDyNg4c,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52080,2a04:4e42:600::81,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.493684,CwpkRb37k7F25kmj2a,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36332,2a04:4e42::81,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.493702,CU0ypG38JAzNUCjJrc,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,57004,2606:4700::6810:85e5,443,tcp,-,1.494502,0,4421,SHR,F,F,0,^hCadcCf,0,0,11,3661,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.494993,CM0bqm5r2iFwehydf,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44604,2606:4700::6810:85e5,80,tcp,-,0.062981,0,1108,SHR,F,F,0,^hCadf,0,0,4,1404,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.495955,C88i4p4lR8EIKxVArg,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47824,2620:149:af0::10,443,tcp,-,1.423508,0,4568,RSTRH,F,F,0,^hCadfCr,0,0,10,5272,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.500349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBzLpq483AO7JtfEsj,192.168.1.6,34440,104.18.32.7,80,1,-,-,-,-,-,-,0,167,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,F2AY7u109hzyPq5PC9,-,text/html,,,,,,,,,,,,,,,,,,,,,
1742038270.501553,CPylUD1JaulTZWRkD2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36540,2a04:4e42:600::81,80,tcp,-,0.079156,0,768,SHR,F,F,0,^hCadf,0,0,5,1136,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.502503,CdCaqh400DxrQrMHV1,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45338,2a04:4e42:600::773,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.502803,Cedk1B4yrXcfc5Wue7,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44930,2a04:4e42:e00::773,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.503672,CjQyHG1EfrltQSi8bk,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52526,2a04:4e42::773,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.503960,CPCDjR3XfMOkCXDXz1,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45346,2a04:4e42:600::773,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.508264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CeTJLT1kBEso0DJJ9b,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36792,2620:149:af0::10,80,1,-,-,-,-,-,-,0,304,301,Redirect,-,-,(empty),-,-,-,-,-,-,FMubSdvzZ9mwkQOB4,-,text/html,,,,,,,,,,,,,,,,,,,,,
1742038270.518603,CW4LyO1ToBv7Gh1Tmg,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,46522,2404:6800:4005:812::2004,443,tcp,-,0.316574,0,23683,SHR,F,F,0,^hCadcCf,0,0,24,23639,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.523141,C6DzutGQsKTCBeqD1,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,37296,2a05:d018:76c:b683:f711:f0cf:5cc7:b815,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.523280,C3eNw11fSSwIw6TeF7,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,37306,2a05:d018:76c:b683:f711:f0cf:5cc7:b815,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.523452,CTb3oc2UF1XV9KkZPk,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,48746,2a05:d018:76c:b683:f711:f0cf:5cc7:b815,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.523527,CsarQi4WhOfW2XZUS4,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,37308,2a05:d018:76c:b683:f711:f0cf:5cc7:b815,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.523684,CKgTCY2Ntopl0Ps6rc,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,37310,2a05:d018:76c:b683:f711:f0cf:5cc7:b815,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.526066,CxkCEA2lto9cKM0lh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36332,2a04:4e42::81,443,tcp,-,1.454663,0,5701,SHR,F,F,0,^hCadcCf,0,0,19,4793,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.527757,Cef38fx7iyK49uN3b,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52080,2a04:4e42:600::81,443,tcp,-,1.430690,0,5701,SHR,F,F,0,^hCadCf,0,0,19,7085,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.529018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM0bqm5r2iFwehydf,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44604,2606:4700::6810:85e5,80,1,-,-,-,-,-,-,0,167,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,Fohhpq3CGFhKSfJhO2,-,text/html,,,,,,,,,,,,,,,,,,,,,
1742038270.531987,CryTx641PZtbJF2aHc,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52718,2603:1030:c02:8::14,80,tcp,-,0.558014,0,190,SHR,F,F,0,^hCadf,0,0,4,486,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.533535,CNxxzlif4hv375m9i,192.168.1.1,52364,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,407,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.535842,CMHUqE1cx6BanpuS39,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52526,2a04:4e42::773,443,tcp,-,1.453403,0,4080,SHR,F,F,0,^hCadCf,0,0,17,5320,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.540201,CKZxfd3UiAur0Om0jl,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45338,2a04:4e42:600::773,443,tcp,-,1.400160,0,4102,SHR,F,F,0,^hCadCf,0,0,19,5486,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.541831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPylUD1JaulTZWRkD2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,36540,2a04:4e42:600::81,80,1,-,-,-,-,-,-,0,0,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
1742038270.542456,CaJQm33DLvaNqkzk19,192.168.1.6,46912,20.112.250.133,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.543145,CyMgQ53rwFgf9sJyx2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45346,2a04:4e42:600::773,443,tcp,-,1.481477,0,4103,SHR,F,F,0,^hCadCf,0,0,19,5487,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.554568,CaKGHU3RglLCctbZua,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45104,2001:4998:24:120d::1:1,443,tcp,-,1.772205,0,4220,SHR,F,F,0,^hCadCf,0,0,12,5092,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.554721,COprQD2fAvqp1UfNec,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,46538,2404:6800:4005:812::2004,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.555028,CCC8ZY3RfuQTRl9ux2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56710,2001:4998:24:120d::1:0,80,tcp,-,0.372067,0,276,SHR,F,F,0,^hCadf,0,0,4,572,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.557342,CABBKl2CtQ7BIMrBPe,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,45106,2001:4998:24:120d::1:1,443,tcp,-,1.879599,0,4221,SHR,F,F,0,^hCacdCf,0,0,9,1518,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.578114,,,,,,,,,,,,,,,,,,,,,,TLSv13,TLS_AES_256_GCM_SHA384,x25519,-,F,-,-,F,si,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.578691,CvQ7731kpYAdPyC966,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56010,2a05:d014:5c0:2601::6,443,tcp,-,2.129825,0,3495,SHR,F,F,0,^hCacdf,0,0,7,1167,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.583688,C8a9a62i9zkJB5JOLa,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,55996,2a05:d014:5c0:2601::6,443,tcp,-,2.162470,0,3569,SHR,F,F,0,^hCacdf,0,0,7,1241,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.584708,CdlxIF1hUoEbE8Xzwb,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,54500,2603:1030:20e:3::23c,443,tcp,-,1.978217,0,8475,SHR,F,F,0,^hCacdCf,0,0,14,6775,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.589031,CL8PUt4gnEHNOXCgZj,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56684,2a05:d014:5c0:2600::6,443,tcp,-,2.115455,0,10416,SHR,F,F,0,^hCacdfC,0,0,6,787,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.606596,CbbURW13F1ozdnMw6c,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,46538,2404:6800:4005:812::2004,443,tcp,-,1.178871,0,23586,SHR,F,F,0,^hCadCcf,0,0,25,22978,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.613439,CdoJBwZ2IrMlaq02j,192.168.1.6,46918,20.112.250.133,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.613979,CAQi201pvJZKxHR26b,192.168.1.6,46932,20.112.250.133,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038270.630242,CmVOM73CJCiobuXMPa,192.168.1.6,34842,54.239.28.85,443,tcp,-,2.151805,701,6264,SF,T,F,2316,^hAaCGdcgFf,8,320,11,5101,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
